600,6,five,ok,two,good,middle_finger,six
0.236630188,0.004395363,0.008352102,8.58E-05,3.70E-08,4.87E-06,-6.25E-08,5
0.244842928,0.014988177,0.006554996,0.000234877,2.32E-07,2.40E-05,1.76E-07,5
0.335732655,0.066751027,0.004550004,0.000626553,1.05E-06,0.000160093,1.00E-07,5
0.233306134,0.010460153,0.006039484,0.000139312,1.10E-07,1.27E-05,6.58E-08,5
0.224015421,0.016815666,0.003218091,0.001051775,1.89E-06,0.00011963,3.93E-07,4
0.247187468,0.031316559,0.00099172,0.000423064,2.71E-07,6.20E-05,3.86E-08,4
0.238829245,0.02760625,0.000699858,0.000312365,1.45E-07,4.44E-05,1.41E-08,4
0.279119643,0.048310048,0.000273645,0.000169033,3.63E-08,3.28E-05,-9.48E-10,4
0.245620211,0.030005452,0.001227665,0.000398651,2.70E-07,4.65E-05,7.11E-08,4
0.244859154,0.02936427,0.00168279,0.000846231,1.01E-06,0.000135497,7.41E-08,4
0.235893313,0.026155969,0.001341173,0.000651002,6.08E-07,0.000103319,2.80E-08,4
0.244368788,0.031242915,0.000643754,0.000302757,1.33E-07,5.01E-05,1.16E-08,4
0.246688119,0.032814027,0.000297199,0.000151054,3.20E-08,2.64E-05,1.34E-09,4
0.27357953,0.045045114,0.000724007,0.000381248,2.00E-07,7.02E-05,1.43E-08,4
0.264405259,0.041164124,0.000617696,0.000296666,1.26E-07,5.36E-05,1.47E-08,4
0.234374748,0.025480078,0.00117843,0.000597093,5.00E-07,9.34E-05,2.43E-08,4
0.276814533,0.047764292,0.000216035,0.000167277,3.18E-08,3.65E-05,-4.55E-10,4
0.262428662,0.039963636,0.00043345,0.000235987,7.54E-08,4.34E-05,3.28E-09,4
0.277286186,0.048529094,0.000171139,6.28E-05,6.36E-09,1.07E-05,1.36E-09,4
0.27006042,0.043278936,0.000595026,0.000291672,1.21E-07,5.07E-05,8.05E-09,4
0.224346383,0.018513549,0.00245647,0.00079693,1.09E-06,8.88E-05,2.33E-07,4
0.22611541,0.019208563,0.002007072,0.000530917,4.84E-07,5.13E-05,2.56E-07,4
0.249038123,0.032349562,0.000844787,0.000365074,2.02E-07,5.41E-05,2.19E-08,4
0.245876845,0.03062385,0.00101353,0.000312775,1.70E-07,3.59E-05,4.73E-08,4
